i,j,x,y,topological_charge_density
27,107,27,107,6.72649e-06
28,107,28,107,7.01365e-06
29,107,29,107,7.31084e-06
30,107,30,107,7.618e-06
31,107,31,107,7.93502e-06
32,107,32,107,8.26171e-06
33,107,33,107,8.59782e-06
34,107,34,107,8.943e-06
35,107,35,107,9.29682e-06
36,107,36,107,9.65875e-06
37,107,37,107,1.00281e-05
38,107,38,107,1.04043e-05
39,107,39,107,1.07862e-05
40,107,40,107,1.1173e-05
41,107,41,107,1.15636e-05
42,107,42,107,1.19567e-05
43,107,43,107,1.23509e-05
44,107,44,107,1.27447e-05
45,107,45,107,1.31365e-05
46,107,46,107,1.35247e-05
47,107,47,107,1.39073e-05
48,107,48,107,1.42824e-05
49,107,49,107,1.4648e-05
50,107,50,107,1.50021e-05
51,107,51,107,1.53425e-05
52,107,52,107,1.5667e-05
53,107,53,107,1.59737e-05
54,107,54,107,1.62604e-05
55,107,55,107,1.65251e-05
56,107,56,107,1.67658e-05
57,107,57,107,1.69808e-05
58,107,58,107,1.71683e-05
59,107,59,107,1.7327e-05
60,107,60,107,1.74556e-05
61,107,61,107,1.75529e-05
62,107,62,107,1.76183e-05
63,107,63,107,1.76511e-05
64,107,64,107,1.76511e-05
65,107,65,107,1.76183e-05
66,107,66,107,1.75529e-05
67,107,67,107,1.74556e-05
68,107,68,107,1.7327e-05
69,107,69,107,1.71683e-05
70,107,70,107,1.69808e-05
71,107,71,107,1.67658e-05
72,107,72,107,1.65251e-05
73,107,73,107,1.62604e-05
74,107,74,107,1.59737e-05
75,107,75,107,1.5667e-05
76,107,76,107,1.53425e-05
77,107,77,107,1.50021e-05
78,107,78,107,1.4648e-05
79,107,79,107,1.42824e-05
80,107,80,107,1.39073e-05
81,107,81,107,1.35247e-05
82,107,82,107,1.31365e-05
83,107,83,107,1.27447e-05
84,107,84,107,1.23509e-05
85,107,85,107,1.19567e-05
86,107,86,107,1.15636e-05
87,107,87,107,1.1173e-05
88,107,88,107,1.07862e-05
89,107,89,107,1.04043e-05
90,107,90,107,1.00281e-05
91,107,91,107,9.65875e-06
92,107,92,107,9.29682e-06
93,107,93,107,8.943e-06
94,107,94,107,8.59782e-06
95,107,95,107,8.26171e-06
96,107,96,107,7.93502e-06
97,107,97,107,7.618e-06
98,107,98,107,7.31084e-06
99,107,99,107,7.01365e-06
100,107,100,107,6.72649e-06
101,107,101,107,6.44934e-06
102,107,102,107,6.18216e-06
103,107,103,107,5.92485e-06
104,107,104,107,5.67727e-06
105,107,105,107,5.43928e-06
106,107,106,107,5.21066e-06
107,107,107,107,4.99121e-06
108,107,108,107,4.78071e-06
109,107,109,107,4.5789e-06
110,107,110,107,4.38554e-06
111,107,111,107,4.20035e-06
112,107,112,107,4.02307e-06
113,107,113,107,3.85343e-06
114,107,114,107,3.69115e-06
115,107,115,107,3.53596e-06
116,107,116,107,3.38759e-06
117,107,117,107,3.24578e-06
118,107,118,107,3.11026e-06
119,107,119,107,2.98076e-06
120,107,120,107,2.85705e-06
121,107,121,107,2.73888e-06
122,107,122,107,2.626e-06
123,107,123,107,2.51819e-06
124,107,124,107,2.41521e-06
125,107,125,107,2.31687e-06
126,107,126,107,2.22294e-06
127,107,127,107,4.23852e-05
0,108,0,108,3.87916e-05
1,108,1,108,2.1597e-06
2,108,2,108,2.24961e-06
3,108,3,108,2.34366e-06
4,108,4,108,2.44205e-06
5,108,5,108,2.54496e-06
6,108,6,108,2.6526e-06
7,108,7,108,2.76518e-06
8,108,8,108,2.88291e-06
9,108,9,108,3.00601e-06
10,108,10,108,3.1347e-06
11,108,11,108,3.26923e-06
12,108,12,108,3.4098e-06
13,108,13,108,3.55668e-06
14,108,14,108,3.71007e-06
15,108,15,108,3.87024e-06
16,108,16,108,4.03741e-06
17,108,17,108,4.21182e-06
18,108,18,108,4.39369e-06
19,108,19,108,4.58325e-06
20,108,20,108,4.78071e-06
21,108,21,108,4.98628e-06
22,108,22,108,5.20013e-06
23,108,23,108,5.42245e-06
24,108,24,108,5.65337e-06
25,108,25,108,5.89303e-06
26,108,26,108,6.1415e-06
27,108,27,108,6.39884e-06
28,108,28,108,6.66507e-06
29,108,29,108,6.94016e-06
30,108,30,108,7.22403e-06
31,108,31,108,7.51654e-06
32,108,32,108,7.81749e-06
33,108,33,108,8.1266e-06
34,108,34,108,8.44353e-06
35,108,35,108,8.76786e-06
36,108,36,108,9.09907e-06
37,108,37,108,9.43654e-06
38,108,38,108,9.77958e-06
39,108,39,108,1.01274e-05
40,108,40,108,1.0479e-05
41,108,41,108,1.08335e-05
42,108,42,108,1.11896e-05
43,108,43,108,1.15462e-05
44,108,44,108,1.19019e-05
45,108,45,108,1.22553e-05
46,108,46,108,1.26047e-05
47,108,47,108,1.29487e-05
48,108,48,108,1.32855e-05
49,108,49,108,1.36133e-05
50,108,50,108,1.39303e-05
51,108,51,108,1.42347e-05
52,108,52,108,1.45246e-05
53,108,53,108,1.47982e-05
54,108,54,108,1.50537e-05
55,108,55,108,1.52893e-05
56,108,56,108,1.55035e-05
57,108,57,108,1.56946e-05
58,108,58,108,1.58612e-05
59,108,59,108,1.60021e-05
60,108,60,108,1.61161e-05
61,108,61,108,1.62025e-05
62,108,62,108,1.62604e-05
63,108,63,108,1.62895e-05
64,108,64,108,1.62895e-05
65,108,65,108,1.62604e-05
66,108,66,108,1.62025e-05
67,108,67,108,1.61161e-05
68,108,68,108,1.60021e-05
69,108,69,108,1.58612e-05
70,108,70,108,1.56946e-05
71,108,71,108,1.55035e-05
72,108,72,108,1.52893e-05
73,108,73,108,1.50537e-05
74,108,74,108,1.47982e-05
75,108,75,108,1.45246e-05
76,108,76,108,1.42347e-05
77,108,77,108,1.39303e-05
78,108,78,108,1.36133e-05
79,108,79,108,1.32855e-05
80,108,80,108,1.29487e-05
81,108,81,108,1.26047e-05
82,108,82,108,1.22553e-05
83,108,83,108,1.19019e-05
84,108,84,108,1.15462e-05
85,108,85,108,1.11896e-05
86,108,86,108,1.08335e-05
87,108,87,108,1.0479e-05
88,108,88,108,1.01274e-05
89,108,89,108,9.77958e-06
90,108,90,108,9.43654e-06
91,108,91,108,9.09907e-06
92,108,92,108,8.76786e-06
93,108,93,108,8.44353e-06
94,108,94,108,8.1266e-06
95,108,95,108,7.81749e-06
96,108,96,108,7.51654e-06
97,108,97,108,7.22403e-06
98,108,98,108,6.94016e-06
99,108,99,108,6.66507e-06
100,108,100,108,6.39884e-06
101,108,101,108,6.1415e-06
102,108,102,108,5.89303e-06
103,108,103,108,5.65337e-06
104,108,104,108,5.42245e-06
105,108,105,108,5.20013e-06
106,108,106,108,4.98628e-06
107,108,107,108,4.78071e-06
108,108,108,108,4.58325e-06
109,108,109,108,4.39369e-06
110,108,110,108,4.21182e-06
111,108,111,108,4.03741e-06
112,108,112,108,3.87024e-06
113,108,113,108,3.71007e-06
114,108,114,108,3.55668e-06
115,108,115,108,3.4098e-06
116,108,116,108,3.26923e-06
117,108,117,108,3.1347e-06
118,108,118,108,3.00601e-06
119,108,119,108,2.88291e-06
120,108,120,108,2.76518e-06
121,108,121,108,2.6526e-06
122,108,122,108,2.54496e-06
123,108,123,108,2.44205e-06
124,108,124,108,2.34366e-06
125,108,125,108,2.24961e-06
126,108,126,108,2.1597e-06
127,108,127,108,3.87916e-05
0,109,0,109,3.53708e-05
1,109,1,109,2.09778e-06
2,109,2,109,2.18381e-06
3,109,3,109,2.27372e-06
4,109,4,109,2.36769e-06
5,109,5,109,2.46589e-06
6,109,6,109,2.56851e-06
7,109,7,109,2.67572e-06
8,109,8,109,2.78773e-06
9,109,9,109,2.90472e-06
10,109,10,109,3.0269e-06
11,109,11,109,3.15447e-06
12,109,12,109,3.28764e-06
13,109,13,109,3.42661e-06
14,109,14,109,3.57158e-06
15,109,15,109,3.72277e-06
16,109,16,109,3.88038e-06
17,109,17,109,4.04461e-06
18,109,18,109,4.21565e-06
19,109,19,109,4.39369e-06
20,109,20,109,4.5789e-06
21,109,21,109,4.77146e-06
22,109,22,109,4.97151e-06
23,109,23,109,5.17918e-06
24,109,24,109,5.39458e-06
25,109,25,109,5.61781e-06
26,109,26,109,5.8489e-06
27,109,27,109,6.0879e-06
28,109,28,109,6.33477e-06
29,109,29,109,6.58947e-06
30,109,30,109,6.8519e-06
31,109,31,109,7.12188e-06
32,109,32,109,7.39922e-06
33,109,33,109,7.68364e-06
34,109,34,109,7.97478e-06
35,109,35,109,8.27224e-06
36,109,36,109,8.57552e-06
37,109,37,109,8.88404e-06
38,109,38,109,9.19715e-06
39,109,39,109,9.51408e-06
40,109,40,109,9.83401e-06
41,109,41,109,1.0156e-05
42,109,42,109,1.0479e-05
43,109,43,109,1.08019e-05
44,109,44,109,1.11236e-05
45,109,45,109,1.14426e-05
46,109,46,109,1.17577e-05
47,109,47,109,1.20673e-05
48,109,48,109,1.23701e-05
49,109,49,109,1.26644e-05
50,109,50,109,1.29487e-05
51,109,51,109,1.32213e-05
52,109,52,109,1.34807e-05
53,109,53,109,1.37252e-05
54,109,54,109,1.39533e-05
55,109,55,109,1.41635e-05
56,109,56,109,1.43544e-05
57,109,57,109,1.45246e-05
58,109,58,109,1.46729e-05
59,109,59,109,1.47982e-05
60,109,60,109,1.48996e-05
61,109,61,109,1.49763e-05
62,109,62,109,1.50278e-05
63,109,63,109,1.50537e-05
64,109,64,109,1.50537e-05
65,109,65,109,1.50278e-05
66,109,66,109,1.49763e-05
67,109,67,109,1.48996e-05
68,109,68,109,1.47982e-05
69,109,69,109,1.46729e-05
70,109,70,109,1.45246e-05
71,109,71,109,1.43544e-05
72,109,72,109,1.41635e-05
73,109,73,109,1.39533e-05
74,109,74,109,1.37252e-05
75,109,75,109,1.34807e-05
76,109,76,109,1.32213e-05
77,109,77,109,1.29487e-05
78,109,78,109,1.26644e-05
79,109,79,109,1.23701e-05
80,109,80,109,1.20673e-05
81,109,81,109,1.17577e-05
82,109,82,109,1.14426e-05
83,109,83,109,1.11236e-05
84,109,84,109,1.08019e-05
85,109,85,109,1.0479e-05
86,109,86,109,1.0156e-05
87,109,87,109,9.83401e-06
88,109,88,109,9.51408e-06
89,109,89,109,9.19715e-06
90,109,90,109,8.88404e-06
91,109,91,109,8.57552e-06
92,109,92,109,8.27224e-06
93,109,93,109,7.97478e-06
94,109,94,109,7.68364e-06
95,109,95,109,7.39922e-06
96,109,96,109,7.12188e-06
97,109,97,109,6.8519e-06
98,109,98,109,6.58947e-06
99,109,99,109,6.33477e-06
100,109,100,109,6.0879e-06
101,109,101,109,5.8489e-06
102,109,102,109,5.61781e-06
103,109,103,109,5.39458e-06
104,109,104,109,5.17918e-06
105,109,105,109,4.97151e-06
106,109,106,109,4.77146e-06
107,109,107,109,4.5789e-06
108,109,108,109,4.39369e-06
109,109,109,109,4.21565e-06
110,109,110,109,4.04461e-06
111,109,111,109,3.88038e-06
112,109,112,109,3.72277e-06
113,109,113,109,3.57158e-06
114,109,114,109,3.42661e-06
115,109,115,109,3.28764e-06
116,109,116,109,3.15447e-06
117,109,117,109,3.0269e-06
118,109,118,109,2.90472e-06
119,109,119,109,2.78773e-06
120,109,120,109,2.67572e-06
121,109,121,109,2.56851e-06
122,109,122,109,2.46589e-06
123,109,123,109,2.36769e-06
124,109,124,109,2.27372e-06
125,109,125,109,2.18381e-06
126,109,126,109,2.09778e-06
127,109,127,109,3.53708e-05
0,110,0,110,3.21196e-05
1,110,1,110,2.03719e-06
2,110,2,110,2.11949e-06
3,110,3,110,2.20542e-06
4,110,4,110,2.29514e-06
5,110,5,110,2.38882e-06
6,110,6,110,2.48661e-06
7,110,7,110,2.58869e-06
8,110,8,110,2.69522e-06
9,110,9,110,2.80638e-06
10,110,10,110,2.92235e-06
11,110,11,110,3.0433e-06
12,110,12,110,3.16942e-06
13,110,13,110,3.30089e-06
14,110,14,110,3.43788e-06
15,110,15,110,3.58057e-06
16,110,16,110,3.72915e-06
17,110,17,110,3.88377e-06
18,110,18,110,4.04461e-06
19,110,19,110,4.21182e-06
20,110,20,110,4.38554e-06
21,110,21,110,4.56591e-06
22,110,22,110,4.75304e-06
23,110,23,110,4.94704e-06
24,110,24,110,5.14798e-06
25,110,25,110,5.35593e-06
26,110,26,110,5.5709e-06
27,110,27,110,5.7929e-06
28,110,28,110,6.02188e-06
29,110,29,110,6.25777e-06
30,110,30,110,6.50044e-06
31,110,31,110,6.74974e-06
32,110,32,110,7.00543e-06
33,110,33,110,7.26724e-06
34,110,34,110,7.53484e-06
35,110,35,110,7.80781e-06
36,110,36,110,8.08569e-06
37,110,37,110,8.36794e-06
38,110,38,110,8.65395e-06
39,110,39,110,8.943e-06
40,110,40,110,9.23434e-06
41,110,41,110,9.5271e-06
42,110,42,110,9.82036e-06
43,110,43,110,1.01131e-05
44,110,44,110,1.04043e-05
45,110,45,110,1.06926e-05
46,110,46,110,1.09771e-05
47,110,47,110,1.12562e-05
48,110,48,110,1.15288e-05
49,110,49,110,1.17935e-05
50,110,50,110,1.20488e-05
51,110,51,110,1.22934e-05
52,110,52,110,1.25258e-05
53,110,53,110,1.27447e-05
54,110,54,110,1.29487e-05
55,110,55,110,1.31365e-05
56,110,56,110,1.3307e-05
57,110,57,110,1.34588e-05
58,110,58,110,1.3591e-05
59,110,59,110,1.37027e-05
60,110,60,110,1.37931e-05
61,110,61,110,1.38614e-05
62,110,62,110,1.39073e-05
63,110,63,110,1.39303e-05
64,110,64,110,1.39303e-05
65,110,65,110,1.39073e-05
66,110,66,110,1.38614e-05
67,110,67,110,1.37931e-05
68,110,68,110,1.37027e-05
69,110,69,110,1.3591e-05
70,110,70,110,1.34588e-05
71,110,71,110,1.3307e-05
72,110,72,110,1.31365e-05
73,110,73,110,1.29487e-05
74,110,74,110,1.27447e-05
75,110,75,110,1.25258e-05
76,110,76,110,1.22934e-05
77,110,77,110,1.20488e-05
78,110,78,110,1.17935e-05
79,110,79,110,1.15288e-05
80,110,80,110,1.12562e-05
81,110,81,110,1.09771e-05
82,110,82,110,1.06926e-05
83,110,83,110,1.04043e-05
84,110,84,110,1.01131e-05
85,110,85,110,9.82036e-06
86,110,86,110,9.5271e-06
87,110,87,110,9.23434e-06
88,110,88,110,8.943e-06
89,110,89,110,8.65395e-06
90,110,90,110,8.36794e-06
91,110,91,110,8.08569e-06
92,110,92,110,7.80781e-06
93,110,93,110,7.53484e-06
94,110,94,110,7.26724e-06
95,110,95,110,7.00543e-06
96,110,96,110,6.74974e-06
97,110,97,110,6.50044e-06
98,110,98,110,6.25777e-06
99,110,99,110,6.02188e-06
100,110,100,110,5.7929e-06
101,110,101,110,5.5709e-06
102,110,102,110,5.35593e-06
103,110,103,110,5.14798e-06
104,110,104,110,4.94704e-06
105,110,105,110,4.75304e-06
106,110,106,110,4.56591e-06
107,110,107,110,4.38554e-06
108,110,108,110,4.21182e-06
109,110,109,110,4.04461e-06
110,110,110,110,3.88377e-06
111,110,111,110,3.72915e-06
112,110,112,110,3.58057e-06
113,110,113,110,3.43788e-06
114,110,114,110,3.30089e-06
115,110,115,110,3.16942e-06
116,110,116,110,3.0433e-06
117,110,117,110,2.92235e-06
118,110,118,110,2.80638e-06
119,110,119,110,2.69522e-06
120,110,120,110,2.58869e-06
121,110,121,110,2.48661e-06
122,110,122,110,2.38882e-06
123,110,123,110,2.29514e-06
124,110,124,110,2.20542e-06
125,110,125,110,2.11949e-06
126,110,126,110,2.03719e-06
127,110,127,110,3.21196e-05
0,111,0,111,2.90342e-05
1,111,1,111,1.97796e-06
2,111,2,111,2.05666e-06
3,111,3,111,2.13876e-06
4,111,4,111,2.22441e-06
5,111,5,111,2.31374e-06
6,111,6,111,2.40692e-06
7,111,7,111,2.50408e-06
8,111,8,111,2.60538e-06
9,111,9,111,2.71097e-06
10,111,10,111,2.82102e-06
11,111,11,111,2.93568e-06
12,111,12,111,3.0551e-06
13,111,13,111,3.17944e-06
14,111,14,111,3.30887e-06
15,111,15,111,3.44353e-06
16,111,16,111,3.58358e-06
17,111,17,111,3.72915e-06
18,111,18,111,3.88038e-06
19,111,19,111,4.03741e-06
20,111,20,111,4.20035e-06
21,111,21,111,4.3693e-06
22,111,22,111,4.54437e-06
23,111,23,111,4.72561e-06
24,111,24,111,4.91309e-06
25,111,25,111,5.10683e-06
26,111,26,111,5.30684e-06
27,111,27,111,5.51309e-06
28,111,28,111,5.72553e-06
29,111,29,111,5.94407e-06
30,111,30,111,6.16856e-06
31,111,31,111,6.39884e-06
32,111,32,111,6.63468e-06
33,111,33,111,6.8758e-06
34,111,34,111,7.12189e-06
35,111,35,111,7.37254e-06
36,111,36,111,7.62732e-06
37,111,37,111,7.88573e-06
38,111,38,111,8.14717e-06
39,111,39,111,8.41101e-06
40,111,40,111,8.67655e-06
41,111,41,111,8.943e-06
42,111,42,111,9.20952e-06
43,111,43,111,9.47519e-06
44,111,44,111,9.73905e-06
45,111,45,111,1.00001e-05
46,111,46,111,1.02571e-05
47,111,47,111,1.05091e-05
48,111,48,111,1.07549e-05
49,111,49,111,1.09932e-05
50,111,50,111,1.12228e-05
51,111,51,111,1.14426e-05
52,111,52,111,1.16512e-05
53,111,53,111,1.18475e-05
54,111,54,111,1.20303e-05
55,111,55,111,1.21984e-05
56,111,56,111,1.23509e-05
57,111,57,111,1.24866e-05
58,111,58,111,1.26047e-05
59,111,59,111,1.27045e-05
60,111,60,111,1.27851e-05
61,111,61,111,1.28461e-05
62,111,62,111,1.2887e-05
63,111,63,111,1.29075e-05
64,111,64,111,1.29075e-05
65,111,65,111,1.2887e-05
66,111,66,111,1.28461e-05
67,111,67,111,1.27851e-05
68,111,68,111,1.27045e-05
69,111,69,111,1.26047e-05
70,111,70,111,1.24866e-05
71,111,71,111,1.23509e-05
72,111,72,111,1.21984e-05
73,111,73,111,1.20303e-05
74,111,74,111,1.18475e-05
75,111,75,111,1.16512e-05
76,111,76,111,1.14426e-05
77,111,77,111,1.12228e-05
78,111,78,111,1.09932e-05
79,111,79,111,1.07549e-05
80,111,80,111,1.05091e-05
81,111,81,111,1.02571e-05
82,111,82,111,1.00001e-05
83,111,83,111,9.73905e-06
84,111,84,111,9.47519e-06
85,111,85,111,9.20952e-06
86,111,86,111,8.943e-06
87,111,87,111,8.67655e-06
88,111,88,111,8.41101e-06
89,111,89,111,8.14717e-06
90,111,90,111,7.88573e-06
91,111,91,111,7.62732e-06
92,111,92,111,7.37254e-06
93,111,93,111,7.12189e-06
94,111,94,111,6.8758e-06
95,111,95,111,6.63468e-06
96,111,96,111,6.39884e-06
97,111,97,111,6.16856e-06
98,111,98,111,5.94407e-06
99,111,99,111,5.72553e-06
100,111,100,111,5.51309e-06
101,111,101,111,5.30684e-06
102,111,102,111,5.10683e-06
103,111,103,111,4.91309e-06
104,111,104,111,4.72561e-06
105,111,105,111,4.54437e-06
106,111,106,111,4.3693e-06
107,111,107,111,4.20035e-06
108,111,108,111,4.03741e-06
109,111,109,111,3.88038e-06
110,111,110,111,3.72915e-06
111,111,111,111,3.58358e-06
112,111,112,111,3.44353e-06
113,111,113,111,3.30887e-06
114,111,114,111,3.17944e-06
115,111,115,111,3.0551e-06
116,111,116,111,2.93568e-06
117,111,117,111,2.82102e-06
118,111,118,111,2.71097e-06
119,111,119,111,2.60538e-06
120,111,120,111,2.50408e-06
121,111,121,111,2.40692e-06
122,111,122,111,2.31374e-06
123,111,123,111,2.22441e-06
124,111,124,111,2.13876e-06
125,111,125,111,2.05666e-06
126,111,126,111,1.97796e-06
127,111,127,111,2.90342e-05
0,112,0,112,2.61104e-05
1,112,1,112,1.92009e-06
2,112,2,112,1.99533e-06
3,112,3,112,2.07375e-06
4,112,4,112,2.15549e-06
5,112,5,112,2.24067e-06
6,112,6,112,2.32942e-06
7,112,7,112,2.42188e-06
8,112,8,112,2.51819e-06
9,112,9,112,2.61847e-06
10,112,10,112,2.72288e-06
11,112,11,112,2.83155e-06
12,112,12,112,2.94461e-06
13,112,13,112,3.06221e-06
14,112,14,112,3.18448e-06
15,112,15,112,3.31154e-06
16,112,16,112,3.44353e-06
17,112,17,112,3.58057e-06
18,112,18,112,3.72277e-06
19,112,19,112,3.87024e-06
20,112,20,112,4.02307e-06
21,112,21,112,4.18134e-06
22,112,22,112,4.34512e-06
23,112,23,112,4.51447e-06
24,112,24,112,4.6894e-06
25,112,25,112,4.86994e-06
26,112,26,112,5.05607e-06
27,112,27,112,5.24775e-06
28,112,28,112,5.4449e-06
29,112,29,112,5.64742e-06
30,112,30,112,5.85518e-06
31,112,31,112,6.06798e-06
32,112,32,112,6.28561e-06
33,112,33,112,6.50779e-06
34,112,34,112,6.73423e-06
35,112,35,112,6.96453e-06
36,112,36,112,7.19829e-06
37,112,37,112,7.43503e-06
38,112,38,112,7.67421e-06
39,112,39,112,7.91524e-06
40,112,40,112,8.15748e-06
41,112,41,112,8.40022e-06
42,112,42,112,8.64268e-06
43,112,43,112,8.88404e-06
44,112,44,112,9.12344e-06
45,112,45,112,9.35994e-06
46,112,46,112,9.59259e-06
47,112,47,112,9.82036e-06
48,112,48,112,1.00422e-05
49,112,49,112,1.02571e-05
50,112,50,112,1.0464e-05
51,112,51,112,1.06617e-05
52,112,52,112,1.08493e-05
53,112,53,112,1.10256e-05
54,112,54,112,1.11896e-05
55,112,55,112,1.13404e-05
56,112,56,112,1.1477e-05
57,112,57,112,1.15985e-05
58,112,58,112,1.17043e-05
59,112,59,112,1.17935e-05
60,112,60,112,1.18656e-05
61,112,61,112,1.19201e-05
62,112,62,112,1.19567e-05
63,112,63,112,1.1975e-05
64,112,64,112,1.1975e-05
65,112,65,112,1.19567e-05
66,112,66,112,1.19201e-05
67,112,67,112,1.18656e-05
68,112,68,112,1.17935e-05
69,112,69,112,1.17043e-05
70,112,70,112,1.15985e-05
71,112,71,112,1.1477e-05
72,112,72,112,1.13404e-05
73,112,73,112,1.11896e-05
74,112,74,112,1.10256e-05
75,112,75,112,1.08493e-05
76,112,76,112,1.06617e-05
77,112,77,112,1.0464e-05
78,112,78,112,1.02571e-05
79,112,79,112,1.00422e-05
80,112,80,112,9.82036e-06
81,112,81,112,9.59259e-06
82,112,82,112,9.35994e-06
83,112,83,112,9.12344e-06
84,112,84,112,8.88404e-06
85,112,85,112,8.64268e-06
86,112,86,112,8.40022e-06
87,112,87,112,8.15748e-06
88,112,88,112,7.91524e-06
89,112,89,112,7.67421e-06
90,112,90,112,7.43503e-06
91,112,91,112,7.19829e-06
92,112,92,112,6.96453e-06
93,112,93,112,6.73423e-06
94,112,94,112,6.50779e-06
95,112,95,112,6.28561e-06
96,112,96,112,6.06798e-06
97,112,97,112,5.85518e-06
98,112,98,112,5.64742e-06
99,112,99,112,5.4449e-06
100,112,100,112,5.24775e-06
101,112,101,112,5.05607e-06
102,112,102,112,4.86994e-06
103,112,103,112,4.6894e-06
104,112,104,112,4.51447e-06
105,112,105,112,4.34512e-06
106,112,106,112,4.18134e-06
107,112,107,112,4.02307e-06
108,112,108,112,3.87024e-06
109,112,109,112,3.72277e-06
110,112,110,112,3.58057e-06
111,112,111,112,3.44353e-06
112,112,112,112,3.31154e-06
113,112,113,112,3.18448e-06
114,112,114,112,3.06221e-06
115,112,115,112,2.94461e-06
116,112,116,112,2.83155e-06
117,112,117,112,2.72288e-06
118,112,118,112,2.61847e-06
119,112,119,112,2.51819e-06
120,112,120,112,2.42188e-06
121,112,121,112,2.32942e-06
122,112,122,112,2.24067e-06
123,112,123,112,2.15549e-06
124,112,124,112,2.07375e-06
125,112,125,112,1.99533e-06
126,112,126,112,1.92009e-06
127,112,127,112,2.61104e-05
0,113,0,113,2.33438e-05
1,113,1,113,1.8636e-06
2,113,2,113,1.93551e-06
3,113,3,113,2.0104e-06
4,113,4,113,2.08839e-06
5,113,5,113,2.16958e-06
6,113,6,113,2.2541e-06
7,113,7,113,2.34207e-06
8,113,8,113,2.43361e-06
9,113,9,113,2.52884e-06
10,113,10,113,2.62789e-06
11,113,11,113,2.73086e-06
12,113,12,113,2.83789e-06
13,113,13,113,2.94909e-06
14,113,14,113,3.06458e-06
15,113,15,113,3.18448e-06
16,113,16,113,3.30887e-06
17,113,17,113,3.43788e-06
18,113,18,113,3.57158e-06
19,113,19,113,3.71007e-06
20,113,20,113,3.85343e-06
21,113,21,113,4.0017e-06
22,113,22,113,4.15495e-06
23,113,23,113,4.31319e-06
24,113,24,113,4.47646e-06
25,113,25,113,4.64473e-06
26,113,26,113,4.81798e-06
27,113,27,113,4.99616e-06
28,113,28,113,5.17918e-06
29,113,29,113,5.36693e-06
30,113,30,113,5.55927e-06
31,113,31,113,5.75601e-06
32,113,32,113,5.95693e-06
33,113,33,113,6.16178e-06
34,113,34,113,6.37025e-06
35,113,35,113,6.58199e-06
36,113,36,113,6.7966e-06
37,113,37,113,7.01365e-06
38,113,38,113,7.23264e-06
39,113,39,113,7.45303e-06
40,113,40,113,7.67421e-06
41,113,41,113,7.89555e-06
42,113,42,113,8.11634e-06
43,113,43,113,8.33586e-06
44,113,44,113,8.55331e-06
45,113,45,113,8.76786e-06
46,113,46,113,8.97866e-06
47,113,47,113,9.1848e-06
48,113,48,113,9.38537e-06
49,113,49,113,9.57944e-06
50,113,50,113,9.76604e-06
51,113,51,113,9.94425e-06
52,113,52,113,1.01131e-05
53,113,53,113,1.02717e-05
54,113,54,113,1.04191e-05
55,113,55,113,1.05546e-05
56,113,56,113,1.06772e-05
57,113,57,113,1.07862e-05
58,113,58,113,1.0881e-05
59,113,59,113,1.0961e-05
60,113,60,113,1.10256e-05
61,113,61,113,1.10744e-05
62,113,62,113,1.11071e-05
63,113,63,113,1.11236e-05
64,113,64,113,1.11236e-05
65,113,65,113,1.11071e-05
66,113,66,113,1.10744e-05
67,113,67,113,1.10256e-05
68,113,68,113,1.0961e-05
69,113,69,113,1.0881e-05
70,113,70,113,1.07862e-05
71,113,71,113,1.06772e-05
72,113,72,113,1.05546e-05
73,113,73,113,1.04191e-05
74,113,74,113,1.02717e-05
75,113,75,113,1.01131e-05
76,113,76,113,9.94425e-06
77,113,77,113,9.76604e-06
78,113,78,113,9.57944e-06
79,113,79,113,9.38537e-06
80,113,80,113,9.1848e-06
81,113,81,113,8.97866e-06
82,113,82,113,8.76786e-06
83,113,83,113,8.55331e-06
84,113,84,113,8.33586e-06
85,113,85,113,8.11634e-06
86,113,86,113,7.89555e-06
87,113,87,113,7.67421e-06
88,113,88,113,7.45303e-06
89,113,89,113,7.23264e-06
90,113,90,113,7.01365e-06
91,113,91,113,6.7966e-06
92,113,92,113,6.58199e-06
93,113,93,113,6.37025e-06
94,113,94,113,6.16178e-06
95,113,95,113,5.95693e-06
96,113,96,113,5.75601e-06
97,113,97,113,5.55927e-06
98,113,98,113,5.36693e-06
99,113,99,113,5.17918e-06
100,113,100,113,4.99616e-06
101,113,101,113,4.81798e-06
102,113,102,113,4.64473e-06
103,113,103,113,4.47646e-06
104,113,104,113,4.31319e-06
105,113,105,113,4.15495e-06
106,113,106,113,4.0017e-06
107,113,107,113,3.85343e-06
108,113,108,113,3.71007e-06
109,113,109,113,3.57158e-06
110,113,110,113,3.43788e-06
111,113,111,113,3.30887e-06
112,113,112,113,3.18448e-06
113,113,113,113,3.06458e-06
114,113,114,113,2.94909e-06
115,113,115,113,2.83789e-06
116,113,116,113,2.73086e-06
117,113,117,113,2.62789e-06
118,113,118,113,2.52884e-06
119,113,119,113,2.43361e-06
120,113,120,113,2.34207e-06
121,113,121,113,2.2541e-06
122,113,122,113,2.16958e-06
123,113,123,113,2.08839e-06
124,113,124,113,2.0104e-06
125,113,125,113,1.93551e-06
126,113,126,113,1.8636e-06
127,113,127,113,2.33438e-05
0,114,0,114,2.07296e-05
1,114,1,114,1.80849e-06
2,114,2,114,1.87721e-06
3,114,3,114,1.94871e-06
4,114,4,114,2.02309e-06
