i,j,x,y,energy_density
105,95,105,95,0.000116042
106,95,106,95,0.000109748
107,95,107,95,0.00010382
108,95,108,95,9.82374e-05
109,95,109,95,9.29814e-05
110,95,110,95,8.80328e-05
111,95,111,95,8.33738e-05
112,95,112,95,7.89873e-05
113,95,113,95,7.4857e-05
114,95,114,95,7.09676e-05
115,95,115,95,6.73046e-05
116,95,116,95,6.38542e-05
117,95,117,95,6.06035e-05
118,95,118,95,5.75402e-05
119,95,119,95,5.46529e-05
120,95,120,95,5.19308e-05
121,95,121,95,4.93637e-05
122,95,122,95,4.69422e-05
123,95,123,95,4.46572e-05
124,95,124,95,4.25004e-05
125,95,125,95,4.0464e-05
126,95,126,95,3.85406e-05
127,95,127,95,0.0746786
0,96,0,96,0.0728795
1,96,1,96,3.76011e-05
2,96,2,96,3.94537e-05
3,96,3,96,4.14134e-05
4,96,4,96,4.3487e-05
5,96,5,96,4.56817e-05
6,96,6,96,4.80051e-05
7,96,7,96,5.04656e-05
8,96,8,96,5.30719e-05
9,96,9,96,5.58333e-05
10,96,10,96,5.87595e-05
11,96,11,96,6.18611e-05
12,96,12,96,6.51492e-05
13,96,13,96,6.86354e-05
14,96,14,96,7.23321e-05
15,96,15,96,7.62525e-05
16,96,16,96,8.04102e-05
17,96,17,96,8.48197e-05
18,96,18,96,8.94963e-05
19,96,19,96,9.44556e-05
20,96,20,96,9.97144e-05
21,96,21,96,0.00010529
22,96,22,96,0.000111199
23,96,23,96,0.000117461
24,96,24,96,0.000124095
25,96,25,96,0.000131118
26,96,26,96,0.000138551
27,96,27,96,0.000146413
28,96,28,96,0.000154723
29,96,29,96,0.000163499
30,96,30,96,0.00017276
31,96,31,96,0.000182521
32,96,32,96,0.000192799
33,96,33,96,0.000203606
34,96,34,96,0.000214954
35,96,35,96,0.000226849
36,96,36,96,0.000239297
37,96,37,96,0.000252296
38,96,38,96,0.000265842
39,96,39,96,0.000279921
40,96,40,96,0.000294518
41,96,41,96,0.000309604
42,96,42,96,0.000325145
43,96,43,96,0.000341098
44,96,44,96,0.000357409
45,96,45,96,0.000374012
46,96,46,96,0.000390832
47,96,47,96,0.000407781
48,96,48,96,0.000424761
49,96,49,96,0.000441661
50,96,50,96,0.000458362
51,96,51,96,0.000474733
52,96,52,96,0.000490635
53,96,53,96,0.000505924
54,96,54,96,0.000520453
55,96,55,96,0.00053407
56,96,56,96,0.000546628
57,96,57,96,0.000557983
58,96,58,96,0.000568
59,96,59,96,0.000576555
60,96,60,96,0.000583539
61,96,61,96,0.00058886
62,96,62,96,0.000592448
63,96,63,96,0.000594255
64,96,64,96,0.000594255
65,96,65,96,0.000592448
66,96,66,96,0.00058886
67,96,67,96,0.000583539
68,96,68,96,0.000576555
69,96,69,96,0.000568
70,96,70,96,0.000557983
71,96,71,96,0.000546628
72,96,72,96,0.00053407
73,96,73,96,0.000520453
74,96,74,96,0.000505924
75,96,75,96,0.000490635
76,96,76,96,0.000474733
77,96,77,96,0.000458362
78,96,78,96,0.000441661
79,96,79,96,0.000424761
80,96,80,96,0.000407781
81,96,81,96,0.000390832
82,96,82,96,0.000374012
83,96,83,96,0.000357409
84,96,84,96,0.000341098
85,96,85,96,0.000325145
86,96,86,96,0.000309604
87,96,87,96,0.000294518
88,96,88,96,0.000279921
89,96,89,96,0.000265842
90,96,90,96,0.000252296
91,96,91,96,0.000239297
92,96,92,96,0.000226849
93,96,93,96,0.000214954
94,96,94,96,0.000203606
95,96,95,96,0.000192799
96,96,96,96,0.000182521
97,96,97,96,0.00017276
98,96,98,96,0.000163499
99,96,99,96,0.000154723
100,96,100,96,0.000146413
101,96,101,96,0.000138551
102,96,102,96,0.000131118
103,96,103,96,0.000124095
104,96,104,96,0.000117461
105,96,105,96,0.000111199
106,96,106,96,0.00010529
107,96,107,96,9.97144e-05
108,96,108,96,9.44556e-05
109,96,109,96,8.94963e-05
110,96,110,96,8.48197e-05
111,96,111,96,8.04102e-05
112,96,112,96,7.62525e-05
113,96,113,96,7.23321e-05
114,96,114,96,6.86354e-05
115,96,115,96,6.51492e-05
116,96,116,96,6.18611e-05
117,96,117,96,5.87595e-05
118,96,118,96,5.58333e-05
119,96,119,96,5.30719e-05
120,96,120,96,5.04656e-05
121,96,121,96,4.80051e-05
122,96,122,96,4.56817e-05
123,96,123,96,4.3487e-05
124,96,124,96,4.14134e-05
125,96,125,96,3.94537e-05
126,96,126,96,3.76011e-05
127,96,127,96,0.0728795
0,97,0,97,0.0710913
1,97,1,97,3.66677e-05
2,97,2,97,3.8451e-05
3,97,3,97,4.03356e-05
4,97,4,97,4.23278e-05
5,97,5,97,4.44342e-05
6,97,6,97,4.6662e-05
7,97,7,97,4.90187e-05
8,97,8,97,5.15123e-05
9,97,9,97,5.41513e-05
10,97,10,97,5.69447e-05
11,97,11,97,5.99019e-05
12,97,12,97,6.30331e-05
13,97,13,97,6.63486e-05
14,97,14,97,6.98598e-05
15,97,15,97,7.35783e-05
16,97,16,97,7.75164e-05
17,97,17,97,8.1687e-05
18,97,18,97,8.61035e-05
19,97,19,97,9.07799e-05
20,97,20,97,9.57306e-05
21,97,21,97,0.000100971
22,97,22,97,0.000106516
23,97,23,97,0.000112381
24,97,24,97,0.000118583
25,97,25,97,0.000125138
26,97,26,97,0.000132062
27,97,27,97,0.00013937
28,97,28,97,0.00014708
29,97,29,97,0.000155205
30,97,30,97,0.000163761
31,97,31,97,0.00017276
32,97,32,97,0.000182213
33,97,33,97,0.000192131
34,97,34,97,0.000202521
35,97,35,97,0.000213387
36,97,36,97,0.000224729
37,97,37,97,0.000236545
38,97,38,97,0.000248826
39,97,39,97,0.00026156
40,97,40,97,0.000274727
41,97,41,97,0.0002883
42,97,42,97,0.000302247
43,97,43,97,0.000316527
44,97,44,97,0.000331088
45,97,45,97,0.000345872
46,97,46,97,0.000360811
47,97,47,97,0.000375826
48,97,48,97,0.000390832
49,97,49,97,0.00040573
50,97,50,97,0.000420418
51,97,51,97,0.000434782
52,97,52,97,0.000448705
53,97,53,97,0.000462064
54,97,54,97,0.000474733
55,97,55,97,0.000486585
56,97,56,97,0.000497498
57,97,57,97,0.00050735
58,97,58,97,0.000516029
59,97,59,97,0.000523434
60,97,60,97,0.000529472
61,97,61,97,0.00053407
62,97,62,97,0.000537169
63,97,63,97,0.000538728
64,97,64,97,0.000538728
65,97,65,97,0.000537169
66,97,66,97,0.00053407
67,97,67,97,0.000529472
68,97,68,97,0.000523434
69,97,69,97,0.000516029
70,97,70,97,0.00050735
71,97,71,97,0.000497498
72,97,72,97,0.000486585
73,97,73,97,0.000474733
74,97,74,97,0.000462064
75,97,75,97,0.000448705
76,97,76,97,0.000434782
77,97,77,97,0.000420418
78,97,78,97,0.00040573
79,97,79,97,0.000390832
80,97,80,97,0.000375826
81,97,81,97,0.000360811
82,97,82,97,0.000345872
83,97,83,97,0.000331088
84,97,84,97,0.000316527
85,97,85,97,0.000302247
86,97,86,97,0.0002883
87,97,87,97,0.000274727
88,97,88,97,0.00026156
89,97,89,97,0.000248826
90,97,90,97,0.000236545
91,97,91,97,0.000224729
92,97,92,97,0.000213387
93,97,93,97,0.000202521
94,97,94,97,0.000192131
95,97,95,97,0.000182213
96,97,96,97,0.00017276
97,97,97,97,0.000163761
98,97,98,97,0.000155205
99,97,99,97,0.00014708
100,97,100,97,0.00013937
101,97,101,97,0.000132062
102,97,102,97,0.000125138
103,97,103,97,0.000118583
104,97,104,97,0.000112381
105,97,105,97,0.000106516
106,97,106,97,0.000100971
107,97,107,97,9.57306e-05
108,97,108,97,9.07799e-05
109,97,109,97,8.61035e-05
110,97,110,97,8.1687e-05
111,97,111,97,7.75164e-05
112,97,112,97,7.35783e-05
113,97,113,97,6.98598e-05
114,97,114,97,6.63486e-05
115,97,115,97,6.30331e-05
116,97,116,97,5.99019e-05
117,97,117,97,5.69447e-05
118,97,118,97,5.41513e-05
119,97,119,97,5.15123e-05
120,97,120,97,4.90187e-05
121,97,121,97,4.6662e-05
122,97,122,97,4.44342e-05
123,97,123,97,4.23278e-05
124,97,124,97,4.03356e-05
125,97,125,97,3.8451e-05
126,97,126,97,3.66677e-05
127,97,127,97,0.0710913
0,98,0,98,0.069317
1,98,1,98,3.5742e-05
2,98,2,98,3.74574e-05
3,98,3,98,3.92685e-05
4,98,4,98,4.11812e-05
5,98,5,98,4.32016e-05
6,98,6,98,4.53363e-05
7,98,7,98,4.75921e-05
8,98,8,98,4.99763e-05
9,98,9,98,5.24967e-05
10,98,10,98,5.51615e-05
11,98,11,98,5.79792e-05
12,98,12,98,6.09589e-05
13,98,13,98,6.41101e-05
14,98,14,98,6.74429e-05
15,98,15,98,7.09676e-05
16,98,16,98,7.46954e-05
17,98,17,98,7.86375e-05
18,98,18,98,8.28058e-05
19,98,19,98,8.72127e-05
20,98,20,98,9.18707e-05
21,98,21,98,9.67931e-05
22,98,22,98,0.000101993
23,98,23,98,0.000107484
24,98,24,98,0.00011328
25,98,25,98,0.000119394
26,98,26,98,0.000125841
27,98,27,98,0.000132633
28,98,28,98,0.000139783
29,98,29,98,0.000147303
30,98,30,98,0.000155205
31,98,31,98,0.000163499
32,98,32,98,0.000172194
33,98,33,98,0.000181295
34,98,34,98,0.000190807
35,98,35,98,0.000200732
36,98,36,98,0.000211068
37,98,37,98,0.00022181
38,98,38,98,0.000232948
39,98,39,98,0.000244469
40,98,40,98,0.000256352
41,98,41,98,0.000268571
42,98,42,98,0.000281096
43,98,43,98,0.000293887
44,98,44,98,0.000306898
45,98,45,98,0.000320076
46,98,46,98,0.000333358
47,98,47,98,0.000346677
48,98,48,98,0.000359956
49,98,49,98,0.000373109
50,98,50,98,0.000386047
51,98,51,98,0.000398674
52,98,52,98,0.000410886
53,98,53,98,0.000422581
54,98,54,98,0.000433651
55,98,55,98,0.000443991
56,98,56,98,0.000453495
57,98,57,98,0.000462064
58,98,58,98,0.000469604
59,98,59,98,0.000476028
60,98,60,98,0.000481263
61,98,61,98,0.000485247
62,98,62,98,0.00048793
63,98,63,98,0.00048928
64,98,64,98,0.00048928
65,98,65,98,0.00048793
66,98,66,98,0.000485247
67,98,67,98,0.000481263
68,98,68,98,0.000476028
69,98,69,98,0.000469604
70,98,70,98,0.000462064
71,98,71,98,0.000453495
72,98,72,98,0.000443991
73,98,73,98,0.000433651
74,98,74,98,0.000422581
75,98,75,98,0.000410886
76,98,76,98,0.000398674
77,98,77,98,0.000386047
78,98,78,98,0.000373109
79,98,79,98,0.000359956
80,98,80,98,0.000346677
81,98,81,98,0.000333358
82,98,82,98,0.000320076
83,98,83,98,0.000306898
84,98,84,98,0.000293887
85,98,85,98,0.000281096
86,98,86,98,0.000268571
87,98,87,98,0.000256352
88,98,88,98,0.000244469
89,98,89,98,0.000232948
90,98,90,98,0.00022181
91,98,91,98,0.000211068
92,98,92,98,0.000200732
93,98,93,98,0.000190807
94,98,94,98,0.000181295
95,98,95,98,0.000172194
96,98,96,98,0.000163499
97,98,97,98,0.000155205
98,98,98,98,0.000147303
99,98,99,98,0.000139783
100,98,100,98,0.000132633
101,98,101,98,0.000125841
102,98,102,98,0.000119394
103,98,103,98,0.00011328
104,98,104,98,0.000107484
105,98,105,98,0.000101993
106,98,106,98,9.67931e-05
107,98,107,98,9.18707e-05
108,98,108,98,8.72127e-05
109,98,109,98,8.28058e-05
110,98,110,98,7.86375e-05
111,98,111,98,7.46954e-05
112,98,112,98,7.09676e-05
113,98,113,98,6.74429e-05
114,98,114,98,6.41101e-05
115,98,115,98,6.09589e-05
116,98,116,98,5.79792e-05
117,98,117,98,5.51615e-05
118,98,118,98,5.24967e-05
119,98,119,98,4.99763e-05
120,98,120,98,4.75921e-05
121,98,121,98,4.53363e-05
122,98,122,98,4.32016e-05
123,98,123,98,4.11812e-05
124,98,124,98,3.92685e-05
125,98,125,98,3.74574e-05
126,98,126,98,3.5742e-05
127,98,127,98,0.069317
0,99,0,99,0.0675589
1,99,1,99,3.48252e-05
2,99,2,99,3.64742e-05
3,99,3,99,3.82137e-05
4,99,4,99,4.0049e-05
5,99,5,99,4.19856e-05
6,99,6,99,4.40297e-05
7,99,7,99,4.61875e-05
8,99,8,99,4.84657e-05
9,99,9,99,5.08714e-05
10,99,10,99,5.34119e-05
11,99,11,99,5.60949e-05
12,99,12,99,5.89288e-05
13,99,13,99,6.1922e-05
14,99,14,99,6.50835e-05
15,99,15,99,6.84226e-05
16,99,16,99,7.19492e-05
17,99,17,99,7.56732e-05
18,99,18,99,7.96051e-05
19,99,19,99,8.37558e-05
20,99,20,99,8.81362e-05
21,99,21,99,9.27577e-05
22,99,22,99,9.76317e-05
23,99,23,99,0.00010277
24,99,24,99,0.000108184
25,99,25,99,0.000113885
26,99,26,99,0.000119885
27,99,27,99,0.000126194
28,99,28,99,0.000132824
29,99,29,99,0.000139783
30,99,30,99,0.00014708
31,99,31,99,0.000154723
32,99,32,99,0.000162718
33,99,33,99,0.000171069
34,99,34,99,0.000179779
35,99,35,99,0.000188845
36,99,36,99,0.000198266
37,99,37,99,0.000208035
38,99,38,99,0.00021814
39,99,39,99,0.000228567
40,99,40,99,0.000239297
41,99,41,99,0.000250304
42,99,42,99,0.00026156
43,99,43,99,0.000273027
44,99,44,99,0.000284664
45,99,45,99,0.000296422
46,99,46,99,0.000308246
47,99,47,99,0.000320076
48,99,48,99,0.000331842
49,99,49,99,0.000343473
50,99,50,99,0.000354888
51,99,51,99,0.000366006
52,99,52,99,0.000376739
53,99,53,99,0.000386997
54,99,54,99,0.000396691
55,99,55,99,0.00040573
56,99,56,99,0.000414027
57,99,57,99,0.000421498
58,99,58,99,0.000428063
59,99,59,99,0.000433652
60,99,60,99,0.000438202
61,99,61,99,0.000441662
62,99,62,99,0.000443991
63,99,63,99,0.000445163
64,99,64,99,0.000445163
65,99,65,99,0.000443991
66,99,66,99,0.000441662
67,99,67,99,0.000438202
68,99,68,99,0.000433652
69,99,69,99,0.000428063
70,99,70,99,0.000421498
71,99,71,99,0.000414027
72,99,72,99,0.00040573
73,99,73,99,0.000396691
74,99,74,99,0.000386997
75,99,75,99,0.000376739
76,99,76,99,0.000366006
77,99,77,99,0.000354888
78,99,78,99,0.000343473
79,99,79,99,0.000331842
80,99,80,99,0.000320076
81,99,81,99,0.000308246
82,99,82,99,0.000296422
83,99,83,99,0.000284664
84,99,84,99,0.000273027
85,99,85,99,0.00026156
86,99,86,99,0.000250304
87,99,87,99,0.000239297
88,99,88,99,0.000228567
89,99,89,99,0.00021814
90,99,90,99,0.000208035
91,99,91,99,0.000198266
92,99,92,99,0.000188845
93,99,93,99,0.000179779
94,99,94,99,0.000171069
95,99,95,99,0.000162718
96,99,96,99,0.000154723
97,99,97,99,0.00014708
98,99,98,99,0.000139783
99,99,99,99,0.000132824
100,99,100,99,0.000126194
101,99,101,99,0.000119885
102,99,102,99,0.000113885
103,99,103,99,0.000108184
104,99,104,99,0.00010277
105,99,105,99,9.76317e-05
106,99,106,99,9.27577e-05
107,99,107,99,8.81362e-05
108,99,108,99,8.37558e-05
109,99,109,99,7.96051e-05
110,99,110,99,7.56732e-05
111,99,111,99,7.19492e-05
112,99,112,99,6.84226e-05
113,99,113,99,6.50835e-05
114,99,114,99,6.1922e-05
115,99,115,99,5.89288e-05
116,99,116,99,5.60949e-05
117,99,117,99,5.34119e-05
118,99,118,99,5.08714e-05
119,99,119,99,4.84657e-05
120,99,120,99,4.61875e-05
121,99,121,99,4.40297e-05
122,99,122,99,4.19856e-05
123,99,123,99,4.0049e-05
124,99,124,99,3.82137e-05
125,99,125,99,3.64742e-05
126,99,126,99,3.48252e-05
127,99,127,99,0.0675589
0,100,0,100,0.0658195
1,100,1,100,3.39185e-05
2,100,2,100,3.55028e-05
3,100,3,100,3.71725e-05
4,100,4,100,3.89324e-05
5,100,5,100,4.07877e-05
6,100,6,100,4.27439e-05
7,100,7,100,4.48068e-05
8,100,8,100,4.69824e-05
9,100,9,100,4.92771e-05
10,100,10,100,5.16977e-05
11,100,11,100,5.42511e-05
12,100,12,100,5.69447e-05
13,100,13,100,5.97862e-05
14,100,14,100,6.27836e-05
15,100,15,100,6.59452e-05
16,100,16,100,6.92796e-05
17,100,17,100,7.27957e-05
18,100,18,100,7.65028e-05
19,100,19,100,8.04102e-05
20,100,20,100,8.45276e-05
21,100,21,100,8.88646e-05
22,100,22,100,9.34313e-05
23,100,23,100,9.82374e-05
24,100,24,100,0.000103293
25,100,25,100,0.000108607
26,100,26,100,0.00011419
27,100,27,100,0.000120049
28,100,28,100,0.000126194
29,100,29,100,0.000132633
30,100,30,100,0.00013937
31,100,31,100,0.000146413
32,100,32,100,0.000153765
33,100,33,100,0.000161429
34,100,34,100,0.000169404
35,100,35,100,0.000177688
36,100,36,100,0.000186277
37,100,37,100,0.000195163
38,100,38,100,0.000204334
39,100,39,100,0.000213777
40,100,40,100,0.000223471
41,100,41,100,0.000233393
42,100,42,100,0.000243516
43,100,43,100,0.000253806
44,100,44,100,0.000264224
45,100,45,100,0.000274727
46,100,46,100,0.000285265
47,100,47,100,0.000295785
48,100,48,100,0.000306227
49,100,49,100,0.000316527
50,100,50,100,0.000326616
51,100,51,100,0.000336423
52,100,52,100,0.000345872
53,100,53,100,0.000354889
54,100,54,100,0.000363395
55,100,55,100,0.000371314
56,100,56,100,0.000378574
57,100,57,100,0.000385101
58,100,58,100,0.000390832
59,100,59,100,0.000395706
60,100,60,100,0.000399671
61,100,61,100,0.000402683
62,100,62,100,0.000404711
63,100,63,100,0.000405731
64,100,64,100,0.000405731
65,100,65,100,0.000404711
66,100,66,100,0.000402683
67,100,67,100,0.000399671
68,100,68,100,0.000395706
69,100,69,100,0.000390832
70,100,70,100,0.000385101
71,100,71,100,0.000378574
72,100,72,100,0.000371314
73,100,73,100,0.000363395
74,100,74,100,0.000354889
75,100,75,100,0.000345872
76,100,76,100,0.000336423
77,100,77,100,0.000326616
78,100,78,100,0.000316527
79,100,79,100,0.000306227
80,100,80,100,0.000295785
81,100,81,100,0.000285265
82,100,82,100,0.000274727
83,100,83,100,0.000264224
84,100,84,100,0.000253806
85,100,85,100,0.000243516
86,100,86,100,0.000233393
87,100,87,100,0.000223471
88,100,88,100,0.000213777
89,100,89,100,0.000204334
90,100,90,100,0.000195163
91,100,91,100,0.000186277
92,100,92,100,0.000177688
93,100,93,100,0.000169404
94,100,94,100,0.000161429
95,100,95,100,0.000153765
96,100,96,100,0.000146413
97,100,97,100,0.00013937
98,100,98,100,0.000132633
99,100,99,100,0.000126194
100,100,100,100,0.000120049
101,100,101,100,0.00011419
102,100,102,100,0.000108607
103,100,103,100,0.000103293
104,100,104,100,9.82374e-05
105,100,105,100,9.34313e-05
106,100,106,100,8.88646e-05
107,100,107,100,8.45276e-05
108,100,108,100,8.04102e-05
109,100,109,100,7.65028e-05
110,100,110,100,7.27957e-05
111,100,111,100,6.92796e-05
112,100,112,100,6.59452e-05
113,100,113,100,6.27836e-05
114,100,114,100,5.97862e-05
115,100,115,100,5.69447e-05
116,100,116,100,5.42511e-05
117,100,117,100,5.16977e-05
118,100,118,100,4.92771e-05
119,100,119,100,4.69824e-05
120,100,120,100,4.48068e-05
121,100,121,100,4.27439e-05
122,100,122,100,4.07877e-05
123,100,123,100,3.89324e-05
124,100,124,100,3.71725e-05
125,100,125,100,3.55028e-05
126,100,126,100,3.39185e-05
127,100,127,100,0.0658195
0,101,0,101,0.0641009
1,101,1,101,3.3023e-05
2,101,2,101,3.45443e-05
3,101,3,101,3.6146e-05
4,101,4,101,3.78327e-05
5,101,5,101,3.96091e-05
6,101,6,101,4.14802e-05
7,101,7,101,4.34512e-05
8,101,8,101,4.55277e-05
9,101,9,101,4.77154e-05
10,101,10,101,5.00205e-05
11,101,11,101,5.24492e-05
12,101,12,101,5.50082e-05
13,101,13,101,5.77042e-05
14,101,14,101,6.05445e-05
15,101,15,101,6.35365e-05
16,101,16,101,6.66877e-05
17,101,17,101,7.0006e-05
18,101,18,101,7.34995e-05
19,101,19,101,7.71763e-05
20,101,20,101,8.10448e-05
21,101,21,101,8.51134e-05
22,101,22,101,8.93905e-05
23,101,23,101,9.38845e-05
24,101,24,101,9.86036e-05
25,101,25,101,0.000103556
26,101,26,101,0.000108749
27,101,27,101,0.00011419
28,101,28,101,0.000119885
29,101,29,101,0.000125841
30,101,30,101,0.000132062
31,101,31,101,0.000138551
32,101,32,101,0.000145312
33,101,33,101,0.000152345
34,101,34,101,0.000159649
35,101,35,101,0.00016722
36,101,36,101,0.000175053
37,101,37,101,0.000183139
38,101,38,101,0.000191467
39,101,39,101,0.000200023
40,101,40,101,0.000208787
41,101,41,101,0.000217738
42,101,42,101,0.000226849
43,101,43,101,0.000236091
44,101,44,101,0.000245427
45,101,45,101,0.000254819
46,101,46,101,0.000264224
47,101,47,101,0.000273592
48,101,48,101,0.000282872
49,101,49,101,0.000292007
50,101,50,101,0.000300938
51,101,51,101,0.000309604
52,101,52,101,0.000317939
53,101,53,101,0.000325879
54,101,54,101,0.000333359
55,101,55,101,0.000340312
56,101,56,101,0.000346678
57,101,57,101,0.000352395
58,101,58,101,0.000357409
59,101,59,101,0.000361669
60,101,60,101,0.000365133
61,101,61,101,0.000367763
62,101,62,101,0.000369532
63,101,63,101,0.000370422
64,101,64,101,0.000370422
65,101,65,101,0.000369532
66,101,66,101,0.000367763
67,101,67,101,0.000365133
68,101,68,101,0.000361669
69,101,69,101,0.000357409
70,101,70,101,0.000352395
71,101,71,101,0.000346678
72,101,72,101,0.000340312
73,101,73,101,0.000333359
74,101,74,101,0.000325879
75,101,75,101,0.000317939
76,101,76,101,0.000309604
77,101,77,101,0.000300938
78,101,78,101,0.000292007
79,101,79,101,0.000282872
80,101,80,101,0.000273592
81,101,81,101,0.000264224
82,101,82,101,0.000254819
83,101,83,101,0.000245427
84,101,84,101,0.000236091
85,101,85,101,0.000226849
86,101,86,101,0.000217738
87,101,87,101,0.000208787
88,101,88,101,0.000200023
89,101,89,101,0.000191467
90,101,90,101,0.000183139
91,101,91,101,0.000175053
92,101,92,101,0.00016722
93,101,93,101,0.000159649
94,101,94,101,0.000152345
95,101,95,101,0.000145312
96,101,96,101,0.000138551
97,101,97,101,0.000132062
98,101,98,101,0.000125841
99,101,99,101,0.000119885
100,101,100,101,0.00011419
101,101,101,101,0.000108749
102,101,102,101,0.000103556
103,101,103,101,9.86036e-05
104,101,104,101,9.38845e-05
105,101,105,101,8.93905e-05
106,101,106,101,8.51134e-05
107,101,107,101,8.10448e-05
108,101,108,101,7.71763e-05
109,101,109,101,7.34995e-05
110,101,110,101,7.0006e-05
111,101,111,101,6.66877e-05
112,101,112,101,6.35365e-05
113,101,113,101,6.05445e-05
114,101,114,101,5.77042e-05
115,101,115,101,5.50082e-05
116,101,116,101,5.24492e-05
117,101,117,101,5.00205e-05
118,101,118,101,4.77154e-05
119,101,119,101,4.55277e-05
120,101,120,101,4.34512e-05
121,101,121,101,4.14802e-05
122,101,122,101,3.96091e-05
123,101,123,101,3.78327e-05
124,101,124,101,3.6146e-05
125,101,125,101,3.45443e-05
126,101,126,101,3.3023e-05
127,101,127,101,0.0641009
0,102,0,102,0.062405
1,102,1,102,3.21397e-05
2,102,2,102,3.35997e-05
3,102,3,102,3.51355e-05
4,102,4,102,3.67511e-05
5,102,5,102,3.8451e-05
6,102,6,102,4.02397e-05
7,102,7,102,4.2122e-05
8,102,8,102,4.41028e-05
9,102,9,102,4.61875e-05
10,102,10,102,4.83815e-05
11,102,11,102,5.06905e-05
12,102,12,102,5.31203e-05
13,102,13,102,5.56772e-05
14,102,14,102,5.83674e-05
15,102,15,102,6.11975e-05
16,102,16,102,6.41743e-05
17,102,17,102,6.73046e-05
18,102,18,102,7.05954e-05
19,102,19,102,7.4054e-05
20,102,20,102,7.76873e-05
21,102,21,102,8.15028e-05
22,102,22,102,8.55074e-05
23,102,23,102,8.97083e-05
24,102,24,102,9.41123e-05
25,102,25,102,9.87261e-05
26,102,26,102,0.000103556
27,102,27,102,0.000108607
28,102,28,102,0.000113885
29,102,29,102,0.000119394
30,102,30,102,0.000125138
31,102,31,102,0.000131118
32,102,32,102,0.000137336
33,102,33,102,0.000143792
34,102,34,102,0.000150482
35,102,35,102,0.000157404
36,102,36,102,0.00016455
37,102,37,102,0.000171912
38,102,38,102,0.000179478
39,102,39,102,0.000187234
40,102,40,102,0.000195163
41,102,41,102,0.000203243
42,102,42,102,0.000211452
43,102,43,102,0.00021976
44,102,44,102,0.000228136
45,102,45,102,0.000236545
46,102,46,102,0.000244947
47,102,47,102,0.000253301
48,102,48,102,0.00026156
49,102,49,102,0.000269675
50,102,50,102,0.000277595
51,102,51,102,0.000285265
52,102,52,102,0.000292632
53,102,53,102,0.000299637
54,102,54,102,0.000306227
55,102,55,102,0.000312346
56,102,56,102,0.000317939
57,102,57,102,0.000322958
58,102,58,102,0.000327355
59,102,59,102,0.000331088
60,102,60,102,0.000334121
61,102,61,102,0.000336423
62,102,62,102,0.00033797
63,102,63,102,0.000338748
64,102,64,102,0.000338748
65,102,65,102,0.00033797
66,102,66,102,0.000336423
67,102,67,102,0.000334121
68,102,68,102,0.000331088
69,102,69,102,0.000327355
70,102,70,102,0.000322958
71,102,71,102,0.000317939
72,102,72,102,0.000312346
73,102,73,102,0.000306227
74,102,74,102,0.000299637
75,102,75,102,0.000292632
76,102,76,102,0.000285265
77,102,77,102,0.000277595
78,102,78,102,0.000269675
79,102,79,102,0.00026156
80,102,80,102,0.000253301
81,102,81,102,0.000244947
82,102,82,102,0.000236545
83,102,83,102,0.000228136
84,102,84,102,0.00021976
85,102,85,102,0.000211452
86,102,86,102,0.000203243
87,102,87,102,0.000195163
88,102,88,102,0.000187234
89,102,89,102,0.000179478
90,102,90,102,0.000171912
91,102,91,102,0.00016455
92,102,92,102,0.000157404
93,102,93,102,0.000150482
94,102,94,102,0.000143792
95,102,95,102,0.000137336
96,102,96,102,0.000131118
97,102,97,102,0.000125138
98,102,98,102,0.000119394
99,102,99,102,0.000113885
100,102,100,102,0.000108607
101,102,101,102,0.000103556
102,102,102,102,9.87261e-05
103,102,103,102,9.41123e-05
104,102,104,102,8.97083e-05
105,102,105,102,8.55074e-05
106,102,106,102,8.15028e-05
107,102,107,102,7.76873e-05
108,102,108,102,7.4054e-05
109,102,109,102,7.05954e-05
110,102,110,102,6.73046e-05
111,102,111,102,6.41743e-05
112,102,112,102,6.11975e-05
113,102,113,102,5.83674e-05
114,102,114,102,5.56772e-05
115,102,115,102,5.31203e-05
116,102,116,102,5.06905e-05
117,102,117,102,4.83815e-05
118,102,118,102,4.61875e-05
119,102,119,102,4.41028e-05
120,102,120,102,4.2122e-05
121,102,121,102,4.02397e-05
122,102,122,102,3.8451e-05
123,102,123,102,3.67511e-05
124,102,124,102,3.51355e-05
125,102,125,102,3.35997e-05
126,102,126,102,3.21397e-05
127,102,127,102,0.062405
0,103,0,103,0.0607334
1,103,1,103,3.12695e-05
2,103,2,103,3.267e-05
3,103,3,103,3.41418e-05
4,103,4,103,3.56886e-05
5,103,5,103,3.73145e-05
6,103,6,103,3.90236e-05
7,103,7,103,4.08203e-05
8,103,8,103,4.2709e-05
9,103,9,103,4.46945e-05
10,103,10,103,4.67818e-05
11,103,11,103,4.89758e-05
12,103,12,103,5.1282e-05
13,103,13,103,5.37058e-05
14,103,14,103,5.62528e-05
15,103,15,103,5.89288e-05
16,103,16,103,6.17397e-05
17,103,17,103,6.46915e-05
18,103,18,103,6.77903e-05
19,103,19,103,7.10424e-05
20,103,20,103,7.44539e-05
21,103,21,103,7.80308e-05
22,103,22,103,8.17794e-05
23,103,23,103,8.57054e-05
24,103,24,103,8.98146e-05
25,103,25,103,9.41123e-05
26,103,26,103,9.86036e-05
27,103,27,103,0.000103293
28,103,28,103,0.000108184
